id,MachineName,Category,EntryType,Message,Source,TimeGenerated,country,regionName,city,zip,timezone,isp,timestamp
5ca4cc72bafa4645af258bdef5e57b0a,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=5ca4cc72",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T06:33:13.925585
4513ccf3ada04eb3a39b7547548ce2eb,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=4513ccf3,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T06:08:51.568243
2e8b955fb4824ee790e0e7471c5a5f3f,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=2e8b955f,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T16:48:35.893283
d18e9e3b62e94c18864259aff90c2c79,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=d18e9e3b",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T23:52:25.246785
0be78824a5a24bca9b6cbd1411f693e6,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=0be78824,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T11:35:10.845251
579b9ca4bab64716b70ec1e51e68affd,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=579b9ca4,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T07:20:48.949454
30a0450f466c4426af27108d89bbd0ee,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=30a0450f",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T12:08:41.524305
ce9de561ba8e46eeabda105ac73076cd,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=ce9de561",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T15:11:55.430494
cdc1e314fb28435f8ec76f6db91b268c,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=cdc1e314",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T08:16:00.238735
40e426bc321740f88f20e515a62972c5,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=40e426bc,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T23:14:48.818188
5ce73749acc148a1ad1d73901b849378,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=5ce73749",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T10:41:55.767341
c0526cf4fe3349c99dbd5d36ade60ef7,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=c0526cf4,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T02:37:13.814429
8e3958dacd7a40318347c17838cab0c1,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=8e3958da,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T20:12:00.836910
f127c4f001c4435aaae722193c8f8701,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=f127c4f0,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T00:48:51.920522
30d8cf4fcbcb46c28e34e2c3673f8026,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=30d8cf4f,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T21:15:47.430156
8b5b27275e2d4162beb4d857b71f323b,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=8b5b2727",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T20:28:44.934641
e112841df2cc404ba3561529f3d764c9,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=e112841d,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T02:19:16.941568
8b6a09f0a0fc428aa51339a907d3d44f,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=8b6a09f0",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T16:00:46.830425
3befd88d372f403483fce7a900d5bbf1,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=3befd88d,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T13:18:48.851424
05438baa0627484a826341f3a543ad3b,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=05438baa,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T21:02:02.746291
37d7b9f625ec416f9ea8deb2ff036a3f,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=37d7b9f6,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T16:09:27.525221
aa1efdd3b5e24f7a94c6d7bb830bcf76,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=aa1efdd3,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T01:44:42.852672
155344450eff4e52a734dd22267e1506,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=15534445",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T06:31:14.727257
5d30e9ccaf60475c8f774a85bf5f9c14,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=5d30e9cc,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T05:07:36.320964
07f69e87bd174c328c64ea792f466931,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=07f69e87,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T07:37:29.370919
85eedcbd5f6349f6a0a368e14d8195dc,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=85eedcbd",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T21:55:37.425972
42e80b683c1943309bd6e587d8d46f9d,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=42e80b68",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T19:51:07.428647
88e1fd8edf3e4ff0b4bce25ac4841d54,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=88e1fd8e,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T15:48:29.755265
bd4f158cbc2047938992da7d4893edaf,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=bd4f158c,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T05:46:59.248828
24d7da4d30d248b2b5e70e16a6c12ee8,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=24d7da4d",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T15:50:14.897013
50cba31d0bd74d5ba4edc7876290fd36,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=50cba31d,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T13:24:54.432218
b2a67f49caf5492bb94a2a42d7acc780,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=b2a67f49",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T11:00:10.871939
19f0747076334723ae0c560d7c9e7d3a,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=19f07470",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T06:26:42.646138
4ea8d14a09644107a6fdcd743242d0e0,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=4ea8d14a",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T08:21:50.743426
fab97dbf63634cf49e4602e4dd12a5f9,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=fab97dbf",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T00:45:01.376281
5fc09460b5614d8faaf6c1bbfa0e296d,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=5fc09460",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T01:05:55.380958
5b9324f6cb2c4b66b6c429525a20433a,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=5b9324f6,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T10:57:48.359847
d6a9ca082a7c4528a824d481b857be7e,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=d6a9ca08,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T07:22:24.577824
110a4b40a8c345c4adf79d3fc0571a62,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=110a4b40",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T00:50:06.700952
a5c4e503ff9944c79f08414f1666f26c,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=a5c4e503,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T10:07:27.529174
3fbcc80beba44214b76a4e8c564f82e8,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=3fbcc80b",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T22:00:52.481898
4cb27462657c4cf780cd3d412466d608,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=4cb27462",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T03:34:46.773574
9e41ff6af4cd4b77a42ffc226a0fb08b,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=9e41ff6a,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T07:56:05.856448
4a1c3eb56cf2477e906ca4086b14c27b,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=4a1c3eb5,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T19:05:52.487298
c9282bd443e44130831e477d950ed5cb,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=c9282bd4,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T10:56:57.551700
29a5f807f71b41f795499fd45d9a1b7d,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=29a5f807,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T15:47:46.237807
f9c8a43927d546bc9ca0fdf70dc90bc9,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=f9c8a439,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T02:03:19.453315
b7c07e6bc4fb4a5c9125d540d67e1bdf,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=b7c07e6b,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T18:04:03.362576
68bd2892fbad42dd830ae209464a305c,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=68bd2892,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T13:43:27.660970
e6b3a81974aa40b7af0d754c2849c481,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=e6b3a819",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T17:50:34.534824
190fd5ca6baa46a2ac79c2655f60c448,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=190fd5ca,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T05:20:06.489632
094816717ed041fda519b59f35c60cc6,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=09481671,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T11:23:56.451372
fc0831053ff244fd881d8bcd3f4be553,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=fc083105",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T08:02:42.245577
fb8f085cf50b45a3bce0e8035e4e6551,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=fb8f085c,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T06:23:23.622656
0942f10103384a3b9130ce69490b38a8,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=0942f101,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T04:20:37.454668
f03b0f274e7c4b498b4eba55374d59fa,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=f03b0f27,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T21:31:39.360113
058c674ded3d466488e3981cfb5bee0a,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=058c674d",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T14:55:23.751332
5114da632f4b415799af700d9cbc4615,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=5114da63,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T23:37:58.835830
68c85007ce3047728b4176859bd47220,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=68c85007",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T23:03:16.297053
81d3dd8bfede4bda9748deef0cfde95a,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=81d3dd8b,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T18:19:30.358765
ad53ab7b741a4560a687504ad29ebd2d,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=ad53ab7b,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T04:01:30.640988
956dc1f6b3b94974acd005bf39fe636d,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=956dc1f6,Software Protection Platform Service,2020-11-14 08:45:38,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T13:34:57.615322
f4128718d78a4eedb180fb91b6531436,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=f4128718,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T16:02:48.350815
a0311e8288aa45e0b104665ee6f5f70b,LAPTOP-1MKMTVPM,Logging/Recovery,Error,"svchost (13360,R,98) TILEREPOSITORYS-1-5-18: Error -1023 occurred while opening logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\TileDataLayer\Database\EDB.log. uid=a0311e82",ESENT,2020-11-14 08:25:14,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-16T13:17:26.566010
a20f512382e543ddb119a8f47dd99c80,LAPTOP-1MKMTVPM,(0),Information,Successfully scheduled Software Protection service. uid=a20f5123,Software Protection Platform Service,2020-11-14 08:41:59,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise,2025-11-17T05:56:52.868764
